Nom,Etat,Quality,Organization,Administration,Code Postale,Region,Total des classes,Nombre total d'étudiants
  م.إ. سوق الأعشاش ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  7 ,  155 
  م.إ. المصابحية ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  5 ,  35 
  م.إ البورة ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  5 ,  108 
  م.إ. 2 /3/ 34 مليتة ,Publique,moyenne,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  12 ,  289 
  م.إ. النجاة ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  6 ,  83 
  م.إ. القراطن ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  6 ,  118 
  م.إ. العطايا ,Publique,moyenne,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  14 ,  309 
  م.إ. الرملة ,Publique,moyenne,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  13 ,  335 
  م.إ. أولاد بوعلي ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  6 ,  109 
  م.إ. أولاد يانق ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  6 ,  49 
  م.إ. أولاد قاسم ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  5 ,  32 
  م.إ. أولاد عزالدين ,Publique,excellent,  صفاقس 2 ,  قرقنة ,   ,  بلدي ,  6 ,  40 
  م.إ. شارع بورقيبة ,Publique,moyenne,  قابس ,  قابس المدينة ,  60000 ,  بلدي ,  17 ,  381 
  م.إ. الريادة نهج جمال عبد الناصر ,Publique,moyenne,  قابس ,  قابس المدينة ,  60001 ,  بلدي ,  32 ,  873 
  م.إ. نهج علي الجمل ,Publique,moyenne,  قابس ,  قابس المدينة ,  06000 ,  بلدي ,  13 ,  281 
  م.إ. الفوز- نهج البشير الجزيري ,Publique,moyenne,  قابس ,  قابس المدينة ,  06001 ,  بلدي ,  17 ,  405 
  م.إ. محمد علي ,Publique,moyenne,  قابس ,  قابس المدينة ,  06000 ,  بلدي ,  28 ,  684 
  م.إ. شط السلام ,Publique,moyenne,  قابس ,  قابس المدينة ,  06061 ,  بلدي ,  21 ,  553 
  م.إ. الهداية نهج بنزرت ,Publique,moyenne,  قابس ,  قابس المدينة ,  06099 ,  بلدي ,  29 ,  776 
  م.إ. نهج الواحة ,Publique,moyenne,  قابس ,  قابس المدينة ,  06099 ,  بلدي ,  21 ,  554 
  م.إ. نهج الهادي شاكر ,Publique,excellent,  قابس ,  قابس المدينة ,  06000 ,  بلدي ,  10 ,  187 
  م.إ. القناينة العهد الجديد ,Publique,moyenne,  قابس ,  قابس المدينة ,  06061 ,  بلدي ,  13 ,  283 
  م.إ. مطرش الشاطئ ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06014 ,  بلدي ,  9 ,  193 
  م.إ. الموازير ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06022 ,  ريفي ,  6 ,  55 
  م.إ. المدو ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06022 ,  ريفي ,  9 ,  175 
  م.إ. غماقة ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06022 ,  ريفي ,  3 ,  9 
  م.إ. ليماوة ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06022 ,  ريفي ,  6 ,  67 
  م.إ. حي المنارة ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06011 ,  بلدي ,  24 ,  569 
  م.إ. النور المكفوفين ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06011 ,  بلدي ,  11 ,  46 
  م.إ. سيدي بولبابة ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06012 ,  بلدي ,  22 ,  589 
  م.إ. عين زرريق ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06072 ,  بلدي ,  19 ,  457 
  م.إ. تبلبو ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06032 ,  بلدي ,  31 ,  851 
  م.إ. الظهرة تبلبو ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06032 ,  بلدي ,  6 ,  121 
  م.إ. ابن خلدون ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06014 ,  بلدي ,  15 ,  395 
  م.إ. الشماسة ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06012 ,  بلدي ,  14 ,  336 
  م.إ. مطرش ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06014 ,  بلدي ,  18 ,  453 
  م.إ. وادي السدر ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06022 ,  ريفي ,  4 ,  27 
  م.إ. 2 مارس 34 حي الازدهار ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06011 ,  بلدي ,  18 ,  426 
  م.إ. حي الأمل 1 ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06033 ,  بلدي ,  23 ,  590 
  م.إ. المنارة تبلبو ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06032 ,  بلدي ,  25 ,  697 
  م.إ. التمولة ,Publique,excellent,  قابس ,  قابس الجنوبية ,  06032 ,  ريفي ,  6 ,  61 
  م.إ. حي الأمل 4 ,Publique,moyenne,  قابس ,  قابس الجنوبية ,  06033 ,  بلدي ,  29 ,  819 
  م.إ. علي بن بلقاسم شنني ,Publique,moyenne,  قابس ,  قابس الغربية ,  06041 ,  بلدي ,  17 ,  355 
  م.إ. عبدالمجيد البوشماوي بوشمة ,Publique,moyenne,  قابس ,  قابس الغربية ,  06031 ,  بلدي ,  19 ,  512 
  م.إ. النحال ,Publique,moyenne,  قابس ,  قابس الغربية ,  06051 ,  بلدي ,  12 ,  265 
  م.إ. سيدي عبد الظاهر ,Publique,moyenne,  قابس ,  قابس الغربية ,  06041 ,  بلدي ,  14 ,  346 
  م.إ. الجديدة المنصورة ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04293 ,  ريفي ,  7 ,  140 
  م.إ. تلمين ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04237 ,  ريفي ,  10 ,  169 
  م.إ. تنبيب ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04232 ,  ريفي ,  8 ,  151 
  م.إ. برج سعيدان ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04294 ,  ريفي ,  5 ,  34 
  م.إ. القطعاية ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04200 ,  ريفي ,  7 ,  112 
  م.إ. لــــيماقس ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04274 ,  ريفي ,  6 ,  130 
  م.إ. استفطيمي ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04273 ,  ريفي ,  6 ,  87 
  م.إ. 3 سبتمبر 34 ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04200 ,  بلدي ,  12 ,  249 
  م.إ. طريق قابس ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04200 ,  بلدي ,  17 ,  413 
  م.إ. فج الريح ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04293 ,  ريفي ,  6 ,  116 
  م.إ. طنبار ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04235 ,  ريفي ,  16 ,  348 
  م.إ. الرابطة ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04233 ,  ريفي ,  12 ,  224 
  م.إ. 15 أكتوبر ,Publique,moyenne,  قبلي ,  قبلي الشمالية ,  04200 ,  بلدي ,  12 ,  281 
  م.إ. رضوان ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04250 ,  ريفي ,  3 ,  26 
  م.إ. مزرع ناجي ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04294 ,  ريفي ,  5 ,  34 
  م.إ. أم الفرث ,Publique,excellent,  قبلي ,  قبلي الشمالية ,  04294 ,  ريفي ,  3 ,  13 
  م.إ. شارع بورقيبة ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04200 ,  بلدي ,  14 ,  362 
  م.إ. شارع الجمهورية ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04200 ,  بلدي ,  19 ,  452 
  م.إ. جمنة ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04214 ,  بلدي ,  21 ,  458 
  م.إ. بازمة1 ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04224 ,  ريفي ,  11 ,  221 
  م.إ. بشلي ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04253 ,  ريفي ,  9 ,  189 
  م.إ. البليدات ,Publique,excellent,  قبلي ,  قبلي الجنوبية ,  04243 ,  ريفي ,  8 ,  159 
  م.إ. الجرسين ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04263 ,  ريفي ,  13 ,  260 
  م.إ. المساعيد ,Publique,excellent,  قبلي ,  قبلي الجنوبية ,  04200 ,  ريفي ,  12 ,  223 
  م.إ. الرحمات ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04211 ,  ريفي ,  7 ,  162 
  م.إ. بني محمد ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04200 ,  ريفي ,  6 ,  131 
  م.إ. 2 مارس 34 جنعورة ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04242 ,  بلدي ,  14 ,  292 
  م.إ. النجاح جمنة ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04214 ,  بلدي ,  14 ,  330 
  م.إ. كلوامن ,Publique,excellent,  قبلي ,  قبلي الجنوبية ,  04200 ,  ريفي ,  6 ,  86 
  م.إ. ابن خلدون بازمة 2 ,Publique,excellent,  قبلي ,  قبلي الجنوبية ,  04224 ,  ريفي ,  6 ,  118 
  م.إ البليدات 2 عمر ابن الخطاب ,Publique,moyenne,  قبلي ,  قبلي الجنوبية ,  04243 ,  ريفي ,  6 ,  154 
  م.إ غليسية القدارة ,Publique,excellent,  قبلي ,  قبلي الجنوبية ,  04200 ,  ريفي ,  6 ,  59 
  م.إ. 2 مارس 34 دوز ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04215 ,  بلدي ,  14 ,  314 
  م.إ. القلعة ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04234 ,  بلدي ,  12 ,  277 
  م.إ. بن حمرون ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04216 ,  بلدي ,  14 ,  325 
  م.إ. 18 جانفي دوز ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04260 ,  بلدي ,  11 ,  245 
  م.إ. ابن عرفة دوز ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04260 ,  بلدي ,  17 ,  450 
  م.إ. ابن خلدون القلعة ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04234 ,  بلدي ,  11 ,  229 
  م.إ. العوينة1 ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04260 ,  بلدي ,  18 ,  408 
  م.إ. العوينة 2 ,Publique,excellent,  قبلي ,  دوز الشمالية ,  04260 ,  بلدي ,  11 ,  210 
  م.إ. النجاح 2 القلعة ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04234 ,  بلدي ,  11 ,  238 
  م.إ. أبو القاسم الشابي ,Publique,moyenne,  قبلي ,  دوز الشمالية ,  04260 ,  بلدي ,  13 ,  306 
  م.إ. القلعة2 ,Publique,moyenne,  قبلي ,  دوز الشمالية ,   ,  بلدي ,  4 ,  109 
  م.إ. دوز الكبرى ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04260 ,  بلدي ,  22 ,  514 
  م.إ. نويل ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04222 ,  ريفي ,  12 ,  251 
  م.إ. زعفران ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04261 ,  ريفي ,  12 ,  248 
  م.إ. غليسية ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04260 ,  بلدي ,  13 ,  263 
  م.إ. الحسي دوز ,Publique,excellent,  قبلي ,  دوز الجنوبية ,  04260 ,  ريفي ,  3 ,  12 
  م.إ. النجاح/ نويل الجنوبية ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04222 ,  ريفي ,  12 ,  264 
  م.إ. طريق الفوار الواحة ,Publique,moyenne,  قبلي ,  دوز الجنوبية ,  04260 ,  بلدي ,  6 ,  125 
  م.إ. زعفران 2 ابن سينا ,Publique,excellent,  قبلي ,  دوز الجنوبية ,  04261 ,  ريفي ,  12 ,  215 
  م.إ. الفوارالكبرى ,Publique,excellent,  قبلي ,  الفوار ,  04264 ,  ريفي ,  12 ,  206 
  م.إ. الصابرية ,Publique,excellent,  قبلي ,  الفوار ,  04264 ,  ريفي ,  11 ,  182 
  م.إ. غيدمة ,Publique,moyenne,  قبلي ,  الفوار ,  04264 ,  ريفي ,  12 ,  294 
  م.إ. بشني ,Publique,moyenne,  قبلي ,  الفوار ,  04264 ,  ريفي ,  12 ,  245 
  م.إ. الهدى ,Publique,moyenne,  قبلي ,  الفوار ,  04264 ,  ريفي ,  17 ,  342 
  م.إ. الدرجين ,Publique,excellent,  قبلي ,  الفوار ,  04264 ,  ريفي ,  6 ,  52 
  م.إ. الفوار الشمالية ,Publique,excellent,  قبلي ,  الفوار ,  04264 ,  ريفي ,  6 ,  104 
  م.إ. الفوار الجنوبية/المستقبل ,Publique,moyenne,  قبلي ,  الفوار ,  04264 ,  ريفي ,  9 ,  195 
  م.إ. الصابرية الشرقية ,Publique,excellent,  قبلي ,  الفوار ,  04264 ,  ريفي ,  6 ,  106 
  م.إ. رجيم معتوق ,Publique,excellent,  قبلي ,  رجيم مغتوق ,  04210 ,  ريفي ,  12 ,  234 
  م.إ. الفردوس ,Publique,moyenne,  قبلي ,  رجيم مغتوق ,  04210 ,  ريفي ,  8 ,  168 
  م.إ. المطروحة ,Publique,excellent,  قبلي ,  رجيم مغتوق ,  04210 ,  ريفي ,  4 ,  37 
  م.إ. النصر 1 رجيم ,Publique,excellent,  قبلي ,  رجيم مغتوق ,  04210 ,  ريفي ,  6 ,  109 
  م.إ. الأمل رجيم معتوق ,Publique,excellent,  قبلي ,  رجيم مغتوق ,  04210 ,  ريفي ,  6 ,  80 
  م.إ. 2 مارس 34 سوق الأحد ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04230 ,  بلدي ,  17 ,  392 
  م.إ. أم الصمعة ,Publique,excellent,  قبلي ,  سوق الأحد ,  04212 ,  بلدي ,  11 ,  211 
  م.إ. بشري ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04231 ,  ريفي ,  6 ,  121 
  م.إ. فطناسة ,Publique,excellent,  قبلي ,  سوق الأحد ,  04223 ,  ريفي ,  6 ,  99 
  م.إ. نقة ,Publique,excellent,  قبلي ,  سوق الأحد ,  04283 ,  ريفي ,  11 ,  205 
  م.إ. زاوية العانس ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04213 ,  بلدي ,  7 ,  145 
  م.إ. بوعبدالله ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04236 ,  بلدي ,  12 ,  283 
  م.إ. جزيرة الوحيشي ,Publique,excellent,  قبلي ,  سوق الأحد ,  04230 ,  بلدي ,  11 ,  203 
  م.إ. المنشية ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04230 ,  بلدي ,  7 ,  164 
  م.إ. 3 سبتمبر 34 بوعبدالله ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04236 ,  بلدي ,  10 ,  209 
  م.إ. أم الصمعة الشرقية ,Publique,excellent,  قبلي ,  سوق الأحد ,  04212 ,  بلدي ,  12 ,  204 
  م.إ. شوشة نقة ,Publique,excellent,  قبلي ,  سوق الأحد ,  04283 ,  ريفي ,  6 ,  75 
  م.إ. الأمل بشري2 ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04231 ,  ريفي ,  6 ,  153 
  م.إ. النجاح / فطناسة الغربية ,Publique,excellent,  قبلي ,  سوق الأحد ,  04223 ,  ريفي ,  6 ,  96 
  م.إ. بوعبدالله الشمالية ,Publique,moyenne,  قبلي ,  سوق الأحد ,  04236 ,  بلدي ,  6 ,  127 
  م.إ. زاوية الحرث ,Publique,excellent,  قبلي ,  سوق الأحد ,  04213 ,  بلدي ,  6 ,  86 
  م.إ. شارع بورقيبة ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  10 ,  173 
  م.إ. شارع حسين بوزيان ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  24 ,  701 
  م.إ. حي النور ,Publique,mauvaise,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  36 ,  1130 
  م.إ. الدوالي نهج سيدي منصور ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  10 ,  157 
  م.إ. شارع عمر بن سليمان 1 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  22 ,  450 
  م.إ. العلندة ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  6 ,  49 
  م.إ. الجمهورية ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  11 ,  207 
  م.إ. نهج علي البلهوان قفصة المدينة ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  12 ,  248 
  م.إ. حي الشباب 1 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  22 ,  482 
  م.إ. نهج ميلود ,Publique,mauvaise,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  24 ,  815 
  م.إ. مركز كاف دربي ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  6 ,  57 
  م.إ. 2 مارس 34 كاف دربي ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  6 ,  131 
  م.إ. العقيلة ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  12 ,  212 
  م.إ. التضامن كاف دربي ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  6 ,  68 
  م.إ. حي السرور 1 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  26 ,  672 
  م.إ. سيدي احمد زروق ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  12 ,  233 
  م.إ. حي القوافل ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  26 ,  627 
  م.إ. حي بورقيبة زروق ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  19 ,  504 
  م.إ. الهدى ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  21 ,  432 
  م.إ. واد ي الأصفر ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  4 ,  25 
  م.إ. طريق المطار ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  10 ,  171 
  م.إ. خد رابح ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  3 ,  20 
  م.إ. الأفران ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  17 ,  363 
  م.إ. حي الشباب 2 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  16 ,  354 
  م.إ. حي السرور 2 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  12 ,  317 
  م.إ. الطفل ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  4 ,  31 
  م.إ. الواحة ,Publique,excellent,  قفصة ,  قفصة الجنوبية ,   ,  ريفي ,  6 ,  112 
  م.إ. حي بن يونس ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  17 ,  431 
  م.إ. حي المنزه ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  22 ,  505 
  م.إ. عمر بن سليمان 2 ,Publique,moyenne,  قفصة ,  قفصة الجنوبية ,   ,  بلدي ,  17 ,  355 
  م.إ. 4 ديسمبر 1952 ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  14 ,  299 
  م.إ. طريق المحطة ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  26 ,  710 
  م.إ. لالة ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  26 ,  615 
  م.إ. حي التحرير ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  15 ,  348 
  م.إ. حي حشاد لالة ,Publique,excellent,  قفصة ,  القصر ,   ,  بلدي ,  13 ,  245 
  م.إ. البساتين ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  10 ,  209 
  م.إ. طريق المظيلة لالة ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  12 ,  249 
  م.إ. المروج ,Publique,moyenne,  قفصة ,  القصر ,   ,  بلدي ,  14 ,  315 
  م.إ. عمرة ,Publique,excellent,  قفصة ,  القصر ,   ,  ريفي ,  6 ,  38 
  م.إ. أولاد أمحمد ,Publique,excellent,  قفصة ,  القصر ,   ,  ريفي ,  6 ,  112 
  م.إ. أولاد تليجان ,Publique,excellent,  قفصة ,  القصر ,   ,  ريفي ,  4 ,  23 
